gstr2b_id,vendor_gstin,invoice_number,invoice_date,taxable_value,cgst,sgst,igst,itc_available,filing_period
687127c1-7a6a-4d3c-b22b-3eb78429cce7,27CLHAU6275N9Z0,RE-82590,2026-03-21,4282.82,0.0,0.0,513.94,513.94,2026-03
851034a1-25ce-40be-a0ee-90725ac1959a,29OKGWZ6106L5ZP,INV-74744,2026-05-14,15331.58,0.0,0.0,766.58,766.58,2026-05
157c9311-1cb3-4876-8ae4-87474695ff6a,09RKTAC2178A9ZT,INV/26-27/32151,2026-05-29,123888.37,0.0,0.0,34688.74,34688.74,2026-05
d6e8e149-ca6c-4b17-9942-28890042ffcd,24ZTSCE2030L6ZR,TX-23660,2026-04-17,27253.73,0.0,0.0,1362.69,1362.69,2026-05
65b7ffed-4edb-4f42-aa25-7cbccb531f8a,33NQMLB2128P2Z1,INV/26-27/23943,2026-03-07,36706.44,0.0,0.0,6607.16,6607.16,2026-03
71960717-b117-4f04-8390-5fc1a127d3e3,29MBTFR6385C7Z0,INV-41949,2026-02-06,13912.33,347.81,347.81,0.0,695.62,2026-02
97401e4b-c182-4568-84a8-b0b0cfae804f,19IYITE9127Q9ZX,INV/26-27/64616,2026-05-11,19007.38,0.0,0.0,950.37,950.37,2026-05
0204d479-c812-47cd-a117-1be5d5a56531,33WJOCH2457T9Z1,INV-53412,2026-03-01,30255.7,0.0,0.0,3630.68,3630.68,2026-03
4080b930-cb37-4f31-90aa-1ac80f376aaf,24MLHTC4264V5Z2,INV/26-27/18661,2026-04-06,10047.37,0.0,0.0,2813.26,2813.26,2026-04
70a59a19-f0a7-46ea-98b6-30f7de8430ee,29MXBCP0265K7ZX,INV-00132,2026-04-29,50836.56,0.0,0.0,6100.39,6100.39,2026-04
f1769dde-7382-4e39-a21f-24f271f9bc75,32XEPQM0336F6ZQ,RE-32885,2026-04-08,60807.64,0.0,0.0,10945.38,10945.38,2026-04
5382121e-e5e5-4ab4-9aa7-eb734f84121e,07VUDGQ8518D5Z5,RE-41721,2026-03-29,6225.27,0.0,0.0,1120.55,1120.55,2026-03
0e2ea432-ebed-46cc-8dbb-7e83a616eba8,29WWWJI7780C4ZI,INV-90682,2026-02-04,310219.62,43430.75,43430.75,0.0,86861.5,2026-02
966688e4-6640-4259-b448-fa655ce1f99e,29MBTFR6385C7Z0,INV/26-27/91362,2026-01-03,17803.89,0.0,0.0,890.19,890.19,2026-02
490c2c2a-0cba-435e-9df2-0192fde51fc9,19EFUIW7209C4ZQ,INV-80406,2026-03-19,23627.83,0.0,0.0,2835.34,2835.34,2026-03
a5d63614-75f4-4f08-8be4-d6ea60d72cb9,32PSNVO8742H5ZX,QT-74594,2026-05-09,33975.68,0.0,0.0,4077.08,4077.08,2026-05
2cdd0d35-340d-47ee-8e99-69b7cc370a2c,32KFKXP6873A6ZJ,QT-74699,2026-02-28,47541.35,0.0,0.0,2377.07,2377.07,2026-02
9e2410a5-e4c4-4916-ab51-d7931eeb1db5,24UWVGU1882O6ZJ,QT-55059,2026-05-17,3325.56,0.0,0.0,166.28,166.28,2026-05
690220a8-0ce2-470f-bd43-a9e2c684f534,29VOPVG7752E3ZY,INV-32766,2026-02-20,8765.87,0.0,0.0,438.29,438.29,2026-03
0c188b9f-24e6-43cf-b1a4-276dceaef504,29YFFRE1004T8ZI,INV-78639,2026-04-23,45836.83,0.0,0.0,2291.84,2291.84,2026-04
319dff57-7ab8-401f-a388-17817690bdd0,07CHTED5959F5ZU,QT-90881,2026-01-17,21242.8,0.0,0.0,1062.14,1062.14,2026-01
39f2e461-5df0-4f70-8753-b5d63523d891,32XHKDY3408E7ZT,INV-80912,2026-04-16,45361.69,0.0,0.0,2268.08,2268.08,2026-05
e93e3475-9fc6-4501-ae74-ca7e6fef0af7,32XDLYF4300Q6ZF,RE-13275,2026-03-28,36008.39,0.0,0.0,6481.51,6481.51,2026-03
f78d9c07-c679-4b3b-8809-738879b26cdf,07PEESQ9703X4ZS,INV-77711,2026-02-19,5177.95,0.0,0.0,932.03,932.03,2026-02
7600f650-4132-4f5f-8dc9-6cbafafc6ac0,32MVPIG9247S7ZL,INV/26-27/18046,2026-01-12,12490.93,0.0,0.0,2248.37,2248.37,2026-02
df1f8336-41ba-441f-9b85-431dc512287c,29QDMBJ2373Y7ZG,TX-40459,2026-03-29,184833.11,0.0,0.0,22179.97,22179.97,2026-04
60712098-ad44-43b3-bf95-eaa300b4cc58,24UWVGU1882O6ZJ,TX-45065,2026-02-20,35676.93,0.0,0.0,1783.85,1783.85,2026-02
60a74a61-91c0-4706-b0f3-955f1435019c,07PEESQ9703X4ZS,QT-75814,2026-05-25,37465.2,0.0,0.0,4495.82,4495.82,2026-05
a408973c-5229-43a4-bd51-d61ebb148c9e,24KIJSU5001T1Z5,INV/26-27/0485,2026-02-27,22752.98,0.0,0.0,6370.83,6370.83,2026-01
1ceb7c9b-5bf8-4230-b6ae-7edd964a3571,07CHTED5959F5ZU,INV/26-27/52470,2026-02-17,12874.69,0.0,0.0,1544.96,1544.96,2026-02
00483954-91f1-40e0-be0e-11dc01ad0ba8,33JJHSA8308Y1ZV,INV-03891,2026-02-20,49206.18,0.0,0.0,5904.74,5904.74,2026-03
724580b6-497e-447f-b99f-b30c5e9012b8,07UQVXC8255M5ZL,RE-56849,2026-01-17,6330.77,0.0,0.0,1139.54,1139.54,2026-02
9066f30a-3b9f-4620-b406-596e3ab1a763,19UWKQE9898N1ZB,RE-76982,2026-02-18,15098.73,0.0,0.0,1811.85,1811.85,2026-02
bf859f33-4ba6-4581-adaa-a6d1ce2a630c,27AHFDG3071M9ZE,RE-64093,2026-02-23,409991.8,0.0,0.0,20499.59,20499.59,2026-02
5ddd2142-4358-4ad2-903b-350e4eebdd92,19FEGTT6106B5ZS,TX-68013,2026-04-29,62432.03,0.0,0.0,17480.97,17480.97,2026-06
99a2e990-6f8d-4144-a0d7-a13863481063,09OQIDS9990V7ZW,TX-83638,2026-05-30,21832.39,0.0,0.0,2619.89,2619.89,2026-05
6cf0b084-a59d-4caf-aaf4-b7ba4e13fc7d,29OFSTE6718J2Z1,QT-33362,2026-05-21,51784.56,0.0,0.0,9321.22,9321.22,2026-06
2c7b3422-23ef-4e51-8b50-ea19a255a89f,29VOPVG7752E3ZY,TX-61283,2026-04-21,62182.92,0.0,0.0,17411.22,17411.22,2026-04
9c30bba6-86fa-47ea-bf54-507bbce02dce,19LYXQR1956K7ZI,QT-10803,2026-03-17,27366.71,0.0,0.0,4926.01,4926.01,2026-03
fb87febe-2678-4eb9-9c1e-90664b6fe436,32QMUCF6354Q6ZR,QT-25775,2026-03-26,219784.14,0.0,0.0,39561.15,39561.15,2026-04
18943378-6dd8-4153-a73e-cf7340b65e70,07TREUM7749S6ZK,QT-01119,2026-03-18,3271.28,0.0,0.0,392.55,392.55,2026-04
f9b4f8a2-e1d1-420c-891a-f89c9c6ea199,19LRJDX0800X6Z8,TX-44651,2026-01-22,1516.94,0.0,0.0,424.74,424.74,2026-01
32ea7fcb-8209-4106-bff0-91ed32391b56,24ZTSCE2030L6ZR,INV/26-27/54939,2026-04-19,10166.92,0.0,0.0,1830.05,1830.05,2026-04
f2ce4e7e-01ba-4feb-881e-8e5b99c27f93,27TBYFB9002A3ZF,QT-74474,2026-05-27,15311.47,0.0,0.0,1837.38,1837.38,2026-05
a80bf32c-ebff-4d87-bfb0-241ad9d4271d,24VZGOJ9588I7ZL,INV-22469,2026-01-27,30904.49,0.0,0.0,3708.54,3708.54,2026-01
269316ee-bed9-40fa-ac0b-991db1242312,19SHGDF1571G8ZH,INV/26-27/38156,2026-05-15,3743.53,0.0,0.0,449.22,449.22,2026-06
4372a4f6-59d6-4697-a482-fdd5d8f9570d,29OFSTE6718J2Z1,INV-16927,2026-05-18,56342.69,0.0,0.0,6761.12,6761.12,2026-05
80f88f85-593c-47c5-8341-c5a1a9251152,19RKWYK9023D9ZD,INV/26-27/79130,2026-05-28,35597.62,0.0,0.0,9967.33,9967.33,2026-05
c41b2648-fed4-4ba8-904b-e8c0106b243d,32XHKDY3408E7ZT,RE-32354,2026-05-15,32858.7,0.0,0.0,9200.44,9200.44,2026-05
e697a2dd-183b-4553-bf11-4e3f78fb9499,24CSWQT7242K8ZP,QT-91792,2026-03-18,20067.31,0.0,0.0,5618.85,5618.85,2026-03
05d7b9ba-32ae-4f31-9e4d-a5a8008810c4,07BSZNP3937V1ZL,INV-51584,2026-01-12,70995.52,0.0,0.0,12779.19,12779.19,2026-03
274aac4f-2b0b-48f0-b803-e7ad14b24ab6,24KIJSU5001T1Z5,TX-99859,2026-05-22,8227.36,0.0,0.0,1480.92,1480.92,2026-06
764f8629-b5b0-4771-a6fd-ac4e05947b74,24MLHTC4264V5Z2,INV-60578,2026-01-07,122984.13,0.0,0.0,34435.56,34435.56,2026-02
64f2e2d7-3ba9-447a-81d5-256fba3c4b29,32JTGJQ3646R6ZE,INV-01408,2026-03-06,88981.67,0.0,0.0,24914.87,24914.87,2026-04
29669347-43f6-4cf6-a097-f020ea38ea2a,09SSLRY7669N2ZY,TX-18384,2026-05-01,57975.33,0.0,0.0,2898.77,2898.77,2026-05
345b1688-813d-49b6-bbb4-3b14599dfc34,29VHJHS1002E8Z6,TX-91324,2026-01-13,148209.18,0.0,0.0,7410.46,7410.46,2026-01
856179e0-7b22-4e86-96a1-84c1657e5ff2,07PEESQ9703X4ZS,INV-06379,2026-04-07,101796.86,0.0,0.0,12215.62,12215.62,2026-04
ac3e5054-e025-46c9-a282-d356adc4295f,24ZTSCE2030L6ZR,INV/26-27/89124,2026-01-17,56247.97,0.0,0.0,6749.76,6749.76,2026-02
80d02e3d-3d15-49e8-9f64-79fa64e92d81,19WWLNL7461P5ZL,RE-82155,2026-02-18,108884.37,0.0,0.0,30487.62,30487.62,2026-02
75556b74-e5aa-4167-a5d5-0e9156b996d0,19WWLNL7461P5ZL,INV/26-27/1966,2026-04-13,4607.02,0.0,0.0,829.26,829.26,2026-04
165c7d0e-8bcf-44ed-a33c-780f81c5bfb1,29VHJHS1002E8Z6,TX-39523,2026-05-08,4241.49,0.0,0.0,508.98,508.98,2026-05
b1ffa0b8-bb09-4659-ba69-bfd3b10a81f4,29MBTFR6385C7Z0,INV/26-27/43523,2026-02-14,79220.32,0.0,0.0,22181.69,22181.69,2026-02
3dc74878-b13f-40ec-9ae8-ee4be4e56ad0,07CHTED5959F5ZU,RE-83964,2026-03-01,9013.48,0.0,0.0,2523.77,2523.77,2026-02
830f3d62-684f-467b-88fc-e2616afc84c7,33MHMKR7789T9Z1,QT-65370,2026-03-17,7416.66,0.0,0.0,890.0,890.0,2026-04
b85b8c44-82fd-4580-973d-47d2ea95ac78,09RKTAC2178A9ZT,QT-84359,2026-01-11,72259.02,4335.54,4335.54,0.0,8671.08,2026-01
60689023-7a4e-4db5-85a4-ae5aa37009a2,32MIZGW1045V1Z9,RE-50003,2026-05-14,22040.14,0.0,0.0,6171.24,6171.24,2026-05
4d2a70a6-875a-4672-94c8-03681aa089bf,19SHGDF1571G8ZH,INV/26-27/12028,2026-02-14,13782.16,0.0,0.0,3859.0,3859.0,2026-02
15614506-0cef-46a8-8c2c-34a882eb78e9,29VOPVG7752E3ZY,INV/26-27/79411,2026-03-05,11256.64,0.0,0.0,2026.2,2026.2,2026-03
3d37c31b-61d9-4663-b1d7-24f567c1b2b8,29VOPVG7752E3ZY,RE-79875,2026-04-21,5023.76,0.0,0.0,251.19,251.19,2026-03
3b550a6b-a7c6-4c1e-a336-ce1f17648082,07BQNFU3961D3ZG,INV/26-27/72464,2026-02-14,21656.27,0.0,0.0,6063.76,6063.76,2026-03
4b447c31-9444-41bc-a2e0-710e7c5e0f0b,33MHMKR7789T9Z1,TX-25653,2026-02-09,48134.85,6738.88,6738.88,0.0,13477.76,2026-02
38a58363-b9ca-487a-803c-e312e208131a,27ESIIA8541U1Z5,QT-84024,2026-05-31,54997.3,0.0,0.0,15399.24,15399.24,2026-06
8f004464-ad7f-4867-9ec5-00a5adb36898,29MBTFR6385C7Z0,TX-96425,2026-03-05,57133.31,0.0,0.0,6856.0,6856.0,2026-04
d969c02e-732a-4e15-9d9a-886d242f8b6d,09VBEHT5216W7ZH,INV/26-27/78925,2026-05-29,119216.44,16690.3,16690.3,0.0,33380.6,2026-05
a4123a8f-d263-4c4e-9ecd-7391a2110468,29KTLLC3446J2ZP,INV/26-27/55437,2026-02-12,11978.95,0.0,0.0,3354.11,3354.11,2026-02
7de0f137-8532-47e6-ad07-1cebe3b0923f,29UFUSM5911O9ZZ,RE-45141,2026-02-06,2308.44,0.0,0.0,415.52,415.52,2026-03
fa7cc65c-8122-4520-bffb-7305d484d3e0,19YFSGK6237C1ZT,INV-09155,2026-04-17,81763.28,4905.8,4905.8,0.0,9811.6,2026-04
989b27f4-a77a-48b4-b645-babed05f9c83,32QMUCF6354Q6ZR,TX-23854,2026-05-09,14368.99,0.0,0.0,1724.28,1724.28,2026-05
99f083ee-2f06-4f3a-987b-50a0ef117759,32CBLIG0985A5Z2,TX-57768,2026-01-28,9392.42,0.0,0.0,2629.88,2629.88,2026-01
6d40d1ee-fbfd-419f-b7f2-a7dae07f6fbf,09OQIDS9990V7ZW,INV/26-27/62639,2026-05-05,4369.82,0.0,0.0,218.49,218.49,2026-05
fd51183d-e046-4680-aede-ca8cc44bd692,27ESIIA8541U1Z5,TX-99210,2026-03-28,8624.33,0.0,0.0,1552.38,1552.38,2026-03
5f4ae103-d97b-4b8f-9666-d84694951563,33JJHSA8308Y1ZV,TX-49603,2026-01-15,7271.88,0.0,0.0,872.63,872.63,2026-01
0dea795b-d32d-48b6-baac-47009bd47bb6,09RKTAC2178A9ZT,INV/26-27/48291,2026-04-26,46315.07,0.0,0.0,12968.22,12968.22,2026-05
825b13ad-9d8a-4041-a7b6-452752896706,29YDDCO2672U5ZW,QT-05998,2026-03-25,8568.95,0.0,0.0,428.45,428.45,2026-03
4418b565-7e51-4efb-9670-b2acf026214a,07AGMWB4616P7ZF,TX-38518,2026-02-19,196758.48,0.0,0.0,9837.92,9837.92,2026-02
dfb182f3-9ffc-4085-9f33-5a456b4ca42b,29MQUPJ0403J2Z5,TX-22028,2026-04-25,22927.29,1375.64,1375.64,0.0,2751.28,2026-04
6fadd9a1-07d5-4dfc-8642-a8b85a901361,29UFUSM5911O9ZZ,TX-93817,2026-01-08,50171.42,0.0,0.0,9030.86,9030.86,2026-01
fa39d68a-b553-4e33-8ffb-a9affb72b6a9,33MHMKR7789T9Z1,RE-83041,2026-05-06,542017.9,0.0,0.0,27100.9,27100.9,2026-06
c27c83fb-48f2-479d-8f18-862fa1f083f3,32PYTBX5165B8Z6,TX-30588,2026-02-27,15302.35,0.0,0.0,2754.42,2754.42,2026-02
a90ae09f-dd26-45e8-8be5-d813f551d6fc,29OKGWZ6106L5ZP,QT-16701,2026-03-22,3561.27,0.0,0.0,997.16,997.16,2026-03
71c658a9-44be-4981-9353-72d59d251c00,24CSWQT7242K8ZP,INV/26-27/78836,2026-03-14,137729.45,0.0,0.0,6886.47,6886.47,2026-04
cc9b976e-aadc-4ad9-900e-725dca963cb5,09RKTAC2178A9ZT,RE-62690,2026-02-25,48739.44,4386.55,4386.55,0.0,8773.1,2026-02
1de3b088-381d-45bc-84f9-32c9ceb636dc,24UWVGU1882O6ZJ,INV/26-27/63899,2026-04-11,16916.9,0.0,0.0,4736.73,4736.73,2026-05
eb2dc23a-11a5-4532-b39d-aeff21c2b9c3,32JTGJQ3646R6ZE,INV-69186,2026-03-14,27708.39,0.0,0.0,4987.51,4987.51,2026-03
974d8c3a-9e6f-476b-b97c-a491db51ee9e,24VZGOJ9588I7ZL,TX-85805,2026-02-11,19709.13,0.0,0.0,2365.1,2365.1,2026-02
d96020de-f08f-4ed5-ad25-e6cf979ad120,29NNDJB2245J9Z0,QT-95153,2026-05-28,38720.47,968.01,968.01,0.0,1936.02,2026-06
9db2f9c5-f6b1-4604-9b0f-a371fe14d04c,24UWVGU1882O6ZJ,INV-67560,2026-03-28,20239.76,0.0,0.0,2428.77,2428.77,2026-03
71221474-a523-4b0c-b72e-f56fcec3c513,19BQAKM4384E7ZB,TX-90675,2026-01-23,212810.19,0.0,0.0,38305.83,38305.83,2026-01
7387a67d-2893-42b7-a218-35e33c02f17b,09LSGIX0131G2ZQ,INV-10832,2026-02-01,50452.2,0.0,0.0,2522.61,2522.61,2026-02
e14abdaa-8497-4f45-a9bd-1413ca18df92,09RKTAC2178A9ZT,INV-77710,2026-02-16,15451.73,0.0,0.0,2781.31,2781.31,2026-02
312ff06c-3506-40e2-9e1e-cbe61bdbb66f,32MVPIG9247S7ZL,TX-91848,2026-01-06,26533.67,0.0,0.0,1326.68,1326.68,2026-02
00e46e5d-5bad-463f-96a4-8a8d335e2334,32MVPIG9247S7ZL,RE-91124,2026-02-16,21196.29,0.0,0.0,1059.81,1059.81,2026-03
a601207b-ca69-4e94-9e3f-9ef0a2f72b17,33NUYTR2660Y4ZJ,RE-33655,2026-01-09,8254.93,0.0,0.0,990.59,990.59,2026-02
063188cb-36cd-4e04-ad94-15f6b8f8fe37,09SSLRY7669N2ZY,QT-06052,2026-05-13,9967.6,0.0,0.0,1196.11,1196.11,2026-05
26ba05d5-1f25-414c-9bf1-b5ca457d4062,33MHMKR7789T9Z1,RE-72362,2026-02-25,4574.94,0.0,0.0,1280.98,1280.98,2026-02
d0c548ed-b4fe-4227-b5e6-bc6a8131e248,29OFSTE6718J2Z1,TX-59778,2026-01-22,9873.64,0.0,0.0,1777.26,1777.26,2026-01
7bbc2f79-8347-4cf0-9c91-ac2131338129,19FEGTT6106B5ZS,RE-86156,2026-05-11,20428.47,0.0,0.0,5719.97,5719.97,2026-05
835b572d-a409-46ec-b000-4470c0dcb522,19LYXQR1956K7ZI,QT-16335,2026-05-17,27628.56,0.0,0.0,1381.43,1381.43,2026-06
658d6848-c01a-4cbe-b5ea-d704f6c34e10,29QDMBJ2373Y7ZG,INV/26-27/35868,2026-01-03,4832.85,434.96,434.96,0.0,869.92,2026-02
8f427b49-be10-4589-b398-155bddcf91ec,07UQVXC8255M5ZL,QT-91811,2026-05-27,32542.83,0.0,0.0,1627.14,1627.14,2026-05
88d11f87-275d-4e41-9b11-a31efea16f42,32MVPIG9247S7ZL,QT-97164,2026-05-17,92647.13,0.0,0.0,11117.66,11117.66,2026-05
b0562ce0-1aa0-4514-9875-0f30fd25f4a7,32KFKXP6873A6ZJ,INV/26-27/49651,2026-05-26,6634.67,0.0,0.0,1857.71,1857.71,2026-05
1d55cdff-6787-4923-8453-a3ba1745b820,24MLHTC4264V5Z2,QT-36153,2026-04-20,7485.99,0.0,0.0,374.3,374.3,2026-04
dc83d86e-bb4a-4da3-8000-639f451c9aed,29VOPVG7752E3ZY,RE-95788,2026-02-04,14955.76,373.89,373.89,0.0,747.78,2026-01
f78860d5-6c28-45db-b36b-ba6940bf2522,09SSLRY7669N2ZY,RE-89664,2026-01-11,129329.64,0.0,0.0,15519.56,15519.56,2026-01
5170947e-02af-445d-8948-e399b3383eef,27AHFDG3071M9ZE,QT-06673,2026-04-19,8783.18,0.0,0.0,439.16,439.16,2026-04
3212a426-c7e5-4444-b94e-3842ae64d79c,29VHJHS1002E8Z6,INV-96735,2026-05-26,179204.61,4480.12,4480.12,0.0,8960.24,2026-05
9cf4e167-4fad-406a-a7d0-0eb2543ce976,19YFSGK6237C1ZT,RE-60340,2026-03-26,7147.05,0.0,0.0,857.65,857.65,2026-04
7aef2079-41d1-43e6-9377-b52959453d3b,33KYRXQ3502N6ZT,RE-67413,2026-02-09,52037.75,0.0,0.0,14570.57,14570.57,2026-02
977ed982-aaaa-4d64-b0f6-d853e6faa8b4,32MVPIG9247S7ZL,RE-35322,2026-01-28,44083.69,0.0,0.0,5290.04,5290.04,2026-01
2ac6ac61-d0f2-42e1-a34e-ded4a760c93f,32QMUCF6354Q6ZR,INV-24847,2026-03-14,10638.55,0.0,0.0,531.93,531.93,2026-04
4d0ba420-622e-405b-8e84-a28e75bbf851,32XEPQM0336F6ZQ,INV-55194,2026-05-06,215461.0,0.0,0.0,38782.98,38782.98,2026-04
a02c0ceb-8c70-4e24-8629-7c4bfdd7a527,24MLHTC4264V5Z2,TX-17226,2026-01-29,49491.6,4454.24,4454.24,0.0,8908.48,2026-01
596c7a56-6334-4c81-b6df-9a88998f2df1,24UWVGU1882O6ZJ,QT-56318,2026-01-03,10688.29,0.0,0.0,2992.72,2992.72,2026-01
d323060a-bbbb-478f-9840-3821f99a578e,32MVPIG9247S7ZL,INV/26-27/36850,2026-01-30,56578.68,1414.47,1414.47,0.0,2828.94,2025-12
9747b59c-8b0f-44f1-a4e2-ada98ff2647c,07XRVQY2624H6Z6,RE-40167,2026-03-01,21117.78,0.0,0.0,5912.98,5912.98,2026-04
6d3e4496-88fd-4436-a03d-5f77f104d19b,33JJHSA8308Y1ZV,QT-46010,2026-04-18,67107.35,0.0,0.0,3355.37,3355.37,2026-05
4aec6db9-f940-44bf-a21d-b960406424e9,33NQMLB2128P2Z1,TX-36722,2026-01-26,9113.14,0.0,0.0,1640.37,1640.37,2026-01
c3d6837f-e1d8-4071-8129-8c422a841843,29MQUPJ0403J2Z5,INV/26-27/43413,2026-04-03,6835.66,615.21,615.21,0.0,1230.42,2026-04
92d20943-9e12-4b57-b585-c5bd850c370d,29MBTFR6385C7Z0,INV-13942,2026-02-03,30903.13,0.0,0.0,3708.38,3708.38,2026-02
11582ee0-4c03-4ff3-a2e7-a36c80040252,19LYXQR1956K7ZI,RE-81135,2026-03-29,19885.96,0.0,0.0,2386.32,2386.32,2026-03
454ccfd7-e0fb-44ba-bebd-3886b384253a,09VBEHT5216W7ZH,RE-45527,2026-04-04,5368.31,0.0,0.0,268.42,268.42,2026-04
9029abea-6b3d-44dc-995f-9daaf44b181a,07IAKFV1961W5ZW,INV-74210,2026-01-16,115697.31,0.0,0.0,32395.25,32395.25,2026-01
2a235d18-f16d-4c2d-9afc-c5c916d07d36,19LYXQR1956K7ZI,INV/26-27/57377,2026-05-11,64868.61,0.0,0.0,11676.35,11676.35,2026-05
fcc6d96e-574f-4a74-bbab-6d6135b32db2,29NNDJB2245J9Z0,RE-59696,2026-05-09,26744.89,0.0,0.0,3209.39,3209.39,2026-05
92433681-da5f-419a-a1d6-d323fabdb63b,24YFPVG6368Z1ZM,INV/26-27/5979,2026-05-17,2599.02,0.0,0.0,311.88,311.88,2026-06
936dd71e-e9d6-430d-9873-94c6b32367fc,07BQNFU3961D3ZG,INV-00184,2026-03-30,104741.53,0.0,0.0,18853.48,18853.48,2026-04
fb52207f-00f7-4cc7-9859-07d26207dcd5,07IAKFV1961W5ZW,QT-07506,2026-01-03,931183.92,0.0,0.0,46559.2,46559.2,2025-12
025df814-e7a0-4f3c-b9ec-9385884f87ca,32GGZUX1654Y5ZO,RE-27022,2026-04-24,7960.38,0.0,0.0,2228.91,2228.91,2026-05
d4f7ebe0-151d-4762-a721-e9bc00f538e9,19FEGTT6106B5ZS,INV/26-27/62785,2026-01-24,15782.2,0.0,0.0,1893.86,1893.86,2026-01
de6b971a-fa18-42f2-b55a-a51257c86b23,33NQMLB2128P2Z1,INV-40654,2026-02-11,200922.64,0.0,0.0,24110.72,24110.72,2026-02
ff558f90-5e31-4617-bee5-78bd53e9e74b,32KFKXP6873A6ZJ,INV/26-27/10958,2026-03-10,32397.14,0.0,0.0,1619.86,1619.86,2026-04
74b1481c-36ef-45f1-88bc-22f58abe70b8,29WWWJI7780C4ZI,TX-20253,2026-03-04,71783.13,1794.58,1794.58,0.0,3589.16,2026-04
72ae1050-da6f-454d-bc08-2320bbaf045e,27AHFDG3071M9ZE,TX-18591,2026-01-01,4489.34,0.0,0.0,538.72,538.72,2026-01
dbc95ce9-7591-4cf3-aad6-f7342754e174,32PSNVO8742H5ZX,TX-22225,2026-01-29,91897.76,0.0,0.0,4594.89,4594.89,2026-02
94e48b8a-b076-4f75-b8ff-4f792d573716,19UWKQE9898N1ZB,RE-19806,2026-02-15,16394.15,0.0,0.0,4590.36,4590.36,2026-02
fb7eaef4-4871-454f-bdf2-1c7287df8004,29OKGWZ6106L5ZP,TX-95252,2026-03-13,16358.18,0.0,0.0,4580.29,4580.29,2026-04
b796e730-f008-43ec-a8a6-2f080831d264,07XRVQY2624H6Z6,RE-83441,2026-03-27,14565.14,0.0,0.0,4078.24,4078.24,2026-04
b77df655-e864-4a71-a113-d471d8aa399a,33KYRXQ3502N6ZT,RE-93707,2026-04-18,507562.75,0.0,0.0,60907.53,60907.53,2026-05
fb3fca1e-33b9-440b-9875-d4e4027d407b,19SHGDF1571G8ZH,INV-47501,2026-05-23,93430.22,0.0,0.0,11211.63,11211.63,2026-05
e50fbc56-4cbc-48f2-847a-4ebac6632f9c,19BHZYV0269B6ZF,INV/26-27/27622,2026-02-27,48750.52,0.0,0.0,2437.53,2437.53,2026-04
f3101de7-100e-4d1c-8605-8aed3983c292,29UFUSM5911O9ZZ,RE-09670,2026-05-03,18375.88,0.0,0.0,918.79,918.79,2026-05
c0092351-cefb-4382-a70b-2251aa50073e,27TBYFB9002A3ZF,INV/26-27/61574,2026-02-05,44513.47,0.0,0.0,12463.77,12463.77,2026-03
28afbc53-893f-4ae9-9871-797c3401e837,33NQMLB2128P2Z1,INV-20433,2026-01-16,25005.69,0.0,0.0,7001.59,7001.59,2025-12
44ba9ec0-ab3d-434a-9802-1956c79cde94,32CBLIG0985A5Z2,RE-65782,2026-03-20,20612.32,0.0,0.0,1030.62,1030.62,2026-03
a9188a78-9fca-4718-a318-741f0076ca92,33WJOCH2457T9Z1,QT-85551,2026-04-14,36130.64,903.27,903.27,0.0,1806.54,2026-04
55cf76fb-373d-4719-9ba1-74709cf4984e,27CLHAU6275N9Z0,INV/26-27/36990,2026-02-11,2694.38,0.0,0.0,484.99,484.99,2026-02
a9b57de0-aba3-4e43-9e90-f7ab32c79938,29YFFRE1004T8ZI,QT-11147,2026-05-26,46421.12,0.0,0.0,2321.06,2321.06,2026-05
dbb1fb5f-4883-4435-a0c2-f6d91869a583,29NNDJB2245J9Z0,QT-98525,2026-03-14,24850.89,3479.12,3479.12,0.0,6958.24,2026-02
8d93203e-c59a-454a-8a6c-646f96f89966,29WWWJI7780C4ZI,TX-97184,2026-05-09,52307.27,0.0,0.0,14646.04,14646.04,2026-06
e21a0582-8cb3-4580-9f2e-e4edb84f2ea2,07IAKFV1961W5ZW,INV/26-27/19863,2026-04-29,12276.86,0.0,0.0,1473.22,1473.22,2026-06
3a727251-768e-4251-b895-fbcd4b6c6afb,29KTLLC3446J2ZP,RE-85380,2026-05-14,5426.54,0.0,0.0,976.78,976.78,2026-05
c1d5879e-5377-4759-adb2-173b8fa31328,19UWKQE9898N1ZB,TX-31341,2026-02-23,54942.26,0.0,0.0,2747.11,2747.11,2026-02
25721259-994c-4b9c-ade6-d1c0f94441bc,07IAKFV1961W5ZW,INV/26-27/8935,2026-03-13,17944.21,0.0,0.0,5024.38,5024.38,2026-03
8eadc7c9-0a65-4861-8b0d-92af9204837c,32XDLYF4300Q6ZF,INV-97130,2026-03-04,28797.63,0.0,0.0,1439.88,1439.88,2026-03
431e5425-5d68-44b8-8c25-e4314178a6ad,19LYXQR1956K7ZI,INV/26-27/50886,2026-04-29,13834.37,0.0,0.0,3873.62,3873.62,2026-04
262fb3c6-7475-4d66-9f81-5a5dc2449571,32JTGJQ3646R6ZE,TX-26146,2026-04-13,22589.29,0.0,0.0,6325.0,6325.0,2026-04
51f57aa7-b757-4509-bcec-0b932514bf0a,27TBYFB9002A3ZF,TX-19073,2026-02-24,1000.0,0.0,0.0,180.0,180.0,2026-01
